Código Árvore,Espécie,Espécie - Caesalpinia ferrea var. leiostachya - One-Hot,Espécie - Caesalpinia peltophoroides - One-Hot,Espécie - Holocalyx balansae - One-Hot,Espécie - Jacaranda mimosaefolia - One-Hot,Espécie - Ligustrum lucidum - One-Hot,Espécie - Tibouchina granulosa - One-Hot,Espécie - Tipuana tipu - One-Hot,Diâmetro Altura do Peito (m),Altura da Primeira Ramificação (m),Altura da Árvore (m),Altura da Copa (m),Largura da Copa (m),Excentricidade (m),Ângulo (°),Densidade,Formato da Copa,Presença de Interferência - Tronco,Presença de Interferência - Raiz,Presença de Fendas - Tronco,Presença Broca,Fungo - Tipo de Ataque,Fungo - Corpo de Frutificação,Cupim-Subterrâneo - Tipo de Ataque,Cupim-Madeira-Seca - Tipo de Ataque,Cupim-de-Solo - Tipo de Ataque,Levantamento do Pavimento,Área Permeável Insuficiente,Injúria Mecânica - Raiz,Injúria Mecânica - Colo,Injúria Mecânica - Tronco,Injúria Mecânica - Copa,Raiz Exposta - Raiz,Raiz Cortada - Raiz,Raiz Dobrada/Enovelada - Raiz,Colo Soterrado - Colo,Casca Inclusa - Tronco,Protuberância - Tronco,Epífitas - Copa,Presença de Poda,Erva de Passarinho - Copa,Fios de Ovos - Copa,Figueira Mata Pau - Copa,Dano Aparente - Colo,Presença de Formiga - Colo,Copa Desequilibrada,Porcentagem da Área (%) com Deterioração - Colo,Raio/PS média - Colo,Nível de Deterioração - Colo - 2 Classes,Nível de Deterioração - Colo - 3 Classes,Risco de Queda
015814-156,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.401,3.653,12.802,9.149,10.712,1.1078729152088491,4.9460000000000015,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
015814-147,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.309,3.971,10.82,6.849,6.5829999999999975,0.4824396547624739,2.553,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
015814-116,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.306,2.44,10.136,7.6960000000000015,6.794,0.4952011160467359,2.797,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
105171-11,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,3.786,12.195,8.409,11.027,0.7501510265152106,3.52,1.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
022870-9,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.589,4.0,13.961,9.961,12.129,2.0394270784589126,8.311,1.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
022870-10,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.452,2.874,5.646,2.772,4.294,0.2529273981779147,2.565,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
336831-4,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2289999999999999,2.551,8.86,6.308999999999999,4.181,1.6374658804657545,10.470999999999998,1.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.605,1.273,0.0,0.0,0.0
336831-9,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.306,2.6210000000000004,8.45,5.828999999999999,10.521,1.0529524459710935,7.103,1.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
160172-180,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1939999999999999,0.87,8.422,7.552,5.676,5.0993391477157655,31.19400000000001,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
160172-125,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.191,3.643,10.302,6.658999999999999,5.44,1.6726196123504855,9.222,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
160172-152,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.271,2.648,10.998,8.35,7.885,0.4547996849244433,2.3680000000000003,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
160172-182,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.309,2.8080000000000003,11.839,9.031,9.266,1.3905533829540884,6.699,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
160172-114,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.242,2.499,11.154000000000002,8.655000000000001,8.015,1.018037885634283,5.215,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
160172-179,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,2.714,8.889,6.174999999999999,6.383999999999999,5.611144519091009,32.262,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
160172-112,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223,2.792,8.585,5.793000000000001,5.152,0.6180914280689592,4.118,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
160172-130,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.7480000000000002,8.231,6.483,4.731,0.5146777155668726,3.5780000000000003,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
160172-5,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267,2.09,10.379,8.289000000000001,8.281,0.9686776349083835,5.332000000000002,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
160172-181,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267,3.704,11.64,7.936000000000001,6.6229999999999976,0.4581507275626168,2.254,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
076171-192,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.385,2.334,14.089,11.755,9.577,0.960985746777544,3.902,1.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
076171-54,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185,2.4330000000000003,7.987999999999999,5.554999999999998,3.442,1.3046496683036222,9.276,1.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
076171-53,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.618,2.588,11.863,9.275,6.023,1.3463749773210558,6.475,1.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
076171-193,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353,2.915,10.869000000000002,7.9540000000000015,8.907,0.3070159511509917,1.618,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
076171-190,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.439,1.656,13.845999999999998,12.189999999999998,8.229,1.6578985846699943,6.827999999999999,1.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
076171-52,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.306,2.947,9.788,6.841,8.182,0.8417089904168387,4.915,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
127191-2,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3979999999999999,6.871,12.220999999999998,5.349999999999998,7.584,0.0157839636799127,0.074,1.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
127191-1,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.251,3.532,9.974,6.442,5.907,0.0299417019531013,0.172,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
170038-3,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.789,4.453,22.023000000000003,17.570000000000004,16.847,2.307715643978923,5.982,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
197645-33,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159,3.25,7.51,4.26,4.538,0.1014576232703699,0.774,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
002712-31,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5539999999999999,6.645,11.847,5.202000000000002,6.642,0.9979438611953116,4.815,1.12,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70.141,6.154,1.0,2.0,2.0
028037-10,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.595,2.547,14.437,11.89,11.907,1.767781236503098,6.981,1.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31.468000000000004,2.278,1.0,1.0,2.0
029939-1,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261,3.062,6.744,3.682,1.6740000000000002,0.5878886983221199,4.982,1.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
029939-7,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185,2.713,6.6960000000000015,3.9830000000000014,2.233,0.4578964289191454,3.912,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
029939-8,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1689999999999999,1.872,5.0,3.128,1.569,0.3135220074795317,3.588,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
044024-13,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.382,2.8360000000000003,12.216,9.38,6.551,2.326128503790901,10.781,1.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
044024-16,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.325,3.027,8.411,5.384,5.306,0.4063635466647491,2.766,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
044202-43,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,2.408,11.587,9.179,5.646,1.7610579436192746,8.642000000000001,1.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
056537-122,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159,4.008999999999999,9.941,5.932000000000002,4.24,1.2487900862777213,7.16,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
056537-131,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181,2.117,8.726,6.609000000000001,5.086,0.8197794069319707,5.367000000000001,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
056537-86,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.439,2.716,11.659,8.943000000000001,11.532,0.8776678121950264,4.305,1.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
063371-33,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.573,2.859,14.601,11.742,9.544,3.679982255074127,14.146,1.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
055220-9,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.392,3.194,14.228,11.034,11.157,0.8433053557756082,3.392,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
105210-1,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127,1.355,6.076000000000001,4.721000000000002,4.638,0.2907883088278764,2.74,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
105210-2,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188,2.324,8.556000000000001,6.232000000000001,7.313,1.334785553781008,8.867,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
061123-66,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.643,3.2060000000000004,14.97,11.764,12.8,1.5266687422938103,5.823,1.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
065811-27,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172,2.7710000000000004,7.176,4.404999999999999,3.392,0.0881767957856494,0.7040000000000001,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
081736-27,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.395,3.7,14.038,10.338,5.947,0.7182580891579685,2.929,1.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
085626-27,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2289999999999999,5.722,13.045,7.322999999999999,4.197,1.4503222117685823,6.343999999999999,1.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
085626-28,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204,5.147,9.669,4.522,5.9179999999999975,0.2827466616743166,1.675,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
085626-29,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127,3.377,7.9860000000000015,4.609000000000002,3.931,0.3619437937084764,2.595,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
095389-10,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207,2.861,10.639,7.778,4.44,0.9098394788590796,4.888,1.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
095389-11,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,2.514,10.66,8.146,6.242999999999999,2.509507709228856,13.247,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
095389-9,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121,2.501,7.808,5.307,3.914,0.3511453648525647,2.575,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
110787-9,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.191,1.87,8.262,6.392,6.5120000000000005,0.2732126242467483,1.894,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
110787-13,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223,2.533,11.203,8.67,5.981,0.4493714281470255,2.297,1.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
123684-8,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178,3.051,10.621,7.5699999999999985,6.468999999999999,0.5809763372080711,3.131,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
123684-7,Caesalpinia ferrea var. leiostachya,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1969999999999999,4.17,8.984,4.814,4.834,0.155718368574237,0.993,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
